,,,,,,,,,,,,,,,,,,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,,Per 90,Per 90,Per 90,Per 90,Per 90,Per 90,,-additional
,,,,,,,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,,,,Standard,Standard,Standard,Standard,Standard,Standard,,-9999
Rk,Player,Gls/90,SoT/90,Sh/90,G/Sh,G/SoT,TklW/90,Int/90,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Gls/90,Ast,G+A,G-PK,PK,PKatt,PKm,TklW/90,Int/90,Tkl+Int,Sh/90,G/Sh,G/SoT,SoT/90,SoT%,FK,Pos,-9999
555,Héber Pena,0.2,0.6,1.9,0.10,0.33,1.0,0.3,2023-2024,33,es ESP,Racing Ferrol,es Segunda División,37,1941,21.6,24,13,3,0.2,0.4,0.6,0.2,0.0,0.1,0.0,1.0,0.3,0.0,1.9,0.10,0.33,0.6,30.0,,MF,a229c6e7
556,Andrea Magrassi,0.2,0.5,1.7,0.14,0.50,0.4,0.1,2023-2024,30,it ITA,Cittadella,it Serie B,30,1166,13.0,11,19,8,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.1,0.0,1.7,0.14,0.50,0.5,27.3,,FW,b2c6d851
557,Maxime Dominguez,0.2,0.6,1.4,0.14,0.31,1.1,1.2,2023-2024,27,ch SUI,Gil Vicente FC,pt Primeira Liga,33,2335,25.9,29,4,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.1,1.2,0.0,1.4,0.14,0.31,0.6,43.2,,MF,1fe2c2e0
558,Gabriel Strefezza,0.2,1.2,2.8,0.08,0.20,1.1,0.2,2023-2024,26,br BRA,Como,it Serie B,15,1172,13.0,15,0,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.1,0.2,0.0,2.8,0.08,0.20,1.2,40.5,,MF,ac4a4508
559,Charles Boli,0.2,0.5,1.6,0.14,0.43,1.2,0.9,2023-2024,24,fr FRA,Pau FC,fr Ligue 2,26,1175,13.1,13,13,1,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.2,0.9,0.0,1.6,0.14,0.43,0.5,33.3,,MFDF,bbdd999a
560,Tim Lemperle,0.2,1.0,2.2,0.10,0.24,0.5,0.5,2023-2024,21,de GER,Greuther Fürth,de 2. Bundesliga,32,2358,26.2,30,2,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.5,0.5,0.0,2.2,0.10,0.24,1.0,43.1,,FWMF,792ffa71
561,Jackson Irvine,0.2,0.8,2.1,0.11,0.29,0.9,0.6,2023-2024,30,au AUS,St Pauli,de 2. Bundesliga,27,2360,26.2,26,1,0,0.2,0.3,0.6,0.2,0.0,0.0,0.0,0.9,0.6,0.0,2.1,0.11,0.29,0.8,38.2,,MF,4637747c
562,Thorgan Hazard,0.2,1.0,2.3,0.10,0.22,2.2,0.5,2023-2024,30,be BEL,Anderlecht,be Belgian Pro League,22,1574,17.5,18,4,0,0.2,0.2,0.5,0.2,0.0,0.0,0.0,2.2,0.5,0.0,2.3,0.10,0.22,1.0,43.9,,FW,50871bcc
563,João Marques,0.2,0.9,1.6,0.15,0.25,1.1,0.6,2023-2024,21,pt POR,Estoril,pt Primeira Liga,32,1969,21.9,22,10,0,0.2,0.2,0.5,0.2,0.0,0.0,0.0,1.1,0.6,0.0,1.6,0.15,0.25,0.9,58.8,,FWMF,f302ebae
564,Lion Lauberbach,0.2,0.7,2.5,0.09,0.33,0.5,0.2,2023-2024,25,de GER,Mechelen,be Belgian Pro League,33,1972,21.9,21,12,3,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.2,0.0,2.5,0.09,0.33,0.7,27.3,,FW,be738efd
565,Antonio Palumbo,0.2,0.6,1.4,0.05,0.11,1.6,0.8,2023-2024,26,it ITA,Modena,it Serie B,36,2761,30.7,35,1,0,0.2,0.1,0.3,0.1,0.2,0.2,0.0,1.6,0.8,0.0,1.4,0.05,0.11,0.6,42.9,,MF,33e98344
566,Hans Vanaken,0.2,0.6,1.9,0.11,0.33,0.9,0.5,2023-2024,30,be BEL,Club Brugge,2 Comps,49,4339,48.2,48,1,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.9,0.5,0.0,1.9,0.11,0.33,0.6,32.3,,MF,392a7aea
567,Pablo Barrera,0.2,0.5,1.3,0.08,0.20,0.5,0.5,2023-2024,36,mx MEX,Querétaro,mx Liga MX,34,2767,30.7,32,2,0,0.2,0.3,0.5,0.1,0.1,0.1,0.0,0.5,0.5,0.0,1.3,0.08,0.20,0.5,38.5,,MFFW,ff70b131
568,Pajtim Kasami,0.2,0.7,2.2,0.10,0.33,1.2,0.7,2023-2024,31,ch SUI,Sampdoria,it Serie B,27,1978,22.0,24,3,3,0.2,0.0,0.3,0.2,0.0,0.0,0.0,1.2,0.7,0.0,2.2,0.10,0.33,0.7,31.3,,MF,fc8c588f
569,Dylan Chambost,0.2,0.6,1.5,0.15,0.35,0.7,0.8,2023-2024,25,fr FRA,Saint-Étienne,fr Ligue 2,33,2378,26.4,27,6,2,0.2,0.2,0.5,0.2,0.0,0.0,0.0,0.7,0.8,0.0,1.5,0.15,0.35,0.6,42.5,,MFFW,dbde4959
570,Wes Burns,0.2,0.7,2.0,0.11,0.32,0.6,0.6,2023-2024,28,wls WAL,Ipswich Town,eng Championship,35,2381,26.5,31,4,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.6,0.6,0.0,2.0,0.11,0.32,0.7,35.8,,MF,b3fe23c6
571,Michael Santos,0.2,0.9,2.8,0.08,0.25,0.2,0.0,2023-2024,30,uy URU,FC Juárez,mx Liga MX,23,1191,13.2,14,9,1,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,2.8,0.08,0.25,0.9,32.4,,FW,3cb6f224
572,Simon Terodde,0.2,1.0,2.4,0.07,0.19,0.4,0.1,2023-2024,35,de GER,Schalke 04,de 2. Bundesliga,28,1987,22.1,23,5,2,0.2,0.2,0.5,0.2,0.0,0.0,0.0,0.4,0.1,0.0,2.4,0.07,0.19,1.0,38.9,,FW,863ff1ee
573,Ange-Yoan Bonny,0.2,0.8,1.9,0.10,0.22,0.5,0.2,2023-2024,19,fr FRA,Parma,it Serie B,35,1990,22.1,28,7,2,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.5,0.2,0.0,1.9,0.10,0.22,0.8,42.9,,FW,64629ba4
574,Kodai Sano,0.2,0.6,1.6,0.14,0.40,1.0,1.0,2023-2024,19,jp JPN,NEC Nijmegen,nl Eredivisie,24,1593,17.7,17,7,6,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.6,0.14,0.40,0.6,34.5,,MF,f2b91fdf
575,Tyrese Campbell,0.2,0.9,3.8,0.06,0.25,0.8,0.0,2023-2024,23,eng ENG,Stoke City,eng Championship,23,1195,13.3,14,9,4,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.8,0.0,0.0,3.8,0.06,0.25,0.9,24.0,,FWMF,38aefb74
576,Enric Gallego,0.2,0.6,2.5,0.03,0.13,0.6,0.3,2023-2024,36,es ESP,Tenerife,es Segunda División,36,2402,26.7,29,7,0,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.6,0.3,0.0,2.5,0.03,0.13,0.6,24.2,,FW,82e9b89d
577,Joe Aribo,0.2,0.4,1.2,0.19,0.57,1.8,0.6,2023-2024,27,ng NGA,Southampton,eng Championship,35,1606,17.8,16,19,6,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.8,0.6,0.0,1.2,0.19,0.57,0.4,33.3,,MF,328f7d51
578,Christian Rivera,0.2,0.4,1.1,0.03,0.08,3.0,1.4,2023-2024,27,co COL,Tijuana,mx Liga MX,32,2819,31.3,32,0,0,0.2,0.0,0.3,0.0,0.2,0.2,0.0,3.0,1.4,0.0,1.1,0.03,0.08,0.4,39.4,,MF,7c094b1a
579,Bruno Lourenço,0.2,0.4,1.2,0.11,0.33,0.7,0.7,2023-2024,25,pt POR,Boavista,pt Primeira Liga,32,2016,22.4,23,9,1,0.2,0.0,0.3,0.1,0.1,0.1,0.0,0.7,0.7,0.0,1.2,0.11,0.33,0.4,33.3,,MFFW,e8dd8ac7
580,Michał Helik,0.2,0.4,0.6,0.35,0.53,0.8,1.8,2023-2024,27,pl POL,Huddersfield Town,eng Championship,41,3630,40.3,40,1,0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.8,1.8,0.0,0.6,0.35,0.53,0.4,65.4,,DF,1d031d1f
581,Josh Koroma,0.2,1.2,3.4,0.07,0.19,0.7,0.3,2023-2024,24,sl SLE,Huddersfield Town,eng Championship,39,2422,26.9,29,10,5,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.7,0.3,0.0,3.4,0.07,0.19,1.2,35.2,,FWMF,68ea7714
582,Filip Bilbija,0.2,0.8,1.7,0.13,0.26,0.9,0.2,2023-2024,23,de GER,Paderborn 07,de 2. Bundesliga,27,2020,22.4,25,2,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.9,0.2,0.0,1.7,0.13,0.26,0.8,50.0,,MFFW,f5047e6d
583,Philippe Rommens,0.2,0.8,1.7,0.10,0.20,0.9,1.3,2023-2024,25,be BEL,Go Ahead Eagles,nl Eredivisie,20,1618,18.0,20,0,0,0.2,0.2,0.4,0.2,0.1,0.1,0.0,0.9,1.3,0.0,1.7,0.10,0.20,0.8,50.0,,MF,318db7b4
584,Tete Morente,0.2,0.8,2.8,0.07,0.24,0.9,1.0,2023-2024,26,es ESP,Elche,es Segunda División,39,3241,36.0,37,2,0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.9,1.0,0.0,2.8,0.07,0.24,0.8,28.4,,MF,004d185e
585,Amadou Sagna,0.2,0.6,2.0,0.11,0.38,1.1,0.7,2023-2024,24,sn SEN,Guingamp,fr Ligue 2,38,2031,22.6,21,17,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.1,0.7,0.0,2.0,0.11,0.38,0.6,28.9,,MF,aab15873
586,Teto Martín,0.2,0.7,2.2,0.10,0.33,1.6,0.5,2023-2024,21,es ESP,Tenerife,es Segunda División,33,1220,13.6,10,23,9,0.2,0.1,0.4,0.2,0.0,0.0,0.0,1.6,0.5,0.0,2.2,0.10,0.33,0.7,30.0,,MFFW,8dbf0e8f
587,Dani Gómez,0.2,1.2,2.7,0.08,0.19,0.3,0.2,2023-2024,25,es ESP,Levante,es Segunda División,34,2035,22.6,26,8,6,0.2,0.0,0.3,0.2,0.0,0.0,0.0,0.3,0.2,0.0,2.7,0.08,0.19,1.2,44.3,,FW,0e5ddc7c
588,Enric Llansana,0.2,0.7,1.8,0.12,0.33,2.4,1.0,2023-2024,22,nl NED,Go Ahead Eagles,nl Eredivisie,27,1221,13.6,10,17,6,0.2,0.0,0.2,0.2,0.0,0.0,0.0,2.4,1.0,0.0,1.8,0.12,0.33,0.7,36.0,,MF,6f095aa4
589,Filippo Pittarello,0.2,0.8,2.5,0.09,0.26,0.1,0.0,2023-2024,26,it ITA,Cittadella,it Serie B,35,2443,27.1,30,5,1,0.2,0.1,0.3,0.2,0.0,0.1,0.1,0.1,0.0,0.0,2.5,0.09,0.26,0.8,34.3,,FW,2323ea55
590,Roberto López,0.2,0.7,2.0,0.11,0.32,0.6,0.3,2023-2024,23,es ESP,Tenerife,es Segunda División,40,2854,31.7,37,3,1,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.6,0.3,0.0,2.0,0.11,0.32,0.7,33.8,,MFFW,2a8c9f98
591,Ulises Rivas,0.2,0.4,1.1,0.19,0.60,1.4,0.4,2023-2024,27,mx MEX,UNAM,mx Liga MX,32,2451,27.2,30,2,1,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.4,0.4,0.0,1.1,0.19,0.60,0.4,32.3,,MF,4624df7c
592,Andreas Weimann,0.2,0.6,1.6,0.14,0.38,0.7,0.1,2023-2024,31,at AUT,2 Teams,eng Championship,32,1226,13.6,13,19,5,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.7,0.1,0.0,1.6,0.14,0.38,0.6,36.4,,FWMF,5996ffd9
593,Branco van den Boomen,0.2,0.5,1.5,0.10,0.29,1.0,0.6,2023-2024,28,nl NED,Ajax,2 Comps,24,1227,13.6,12,12,4,0.2,0.1,0.3,0.1,0.1,0.1,0.0,1.0,0.6,0.0,1.5,0.10,0.29,0.5,33.3,,MF,99d660b2
594,Finn Porath,0.2,0.7,2.1,0.10,0.33,1.5,0.9,2023-2024,26,de GER,Holstein Kiel,de 2. Bundesliga,27,1644,18.3,21,6,2,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.5,0.9,0.0,2.1,0.10,0.33,0.7,30.8,,MF,b020d807
595,Shuto Machino,0.2,0.7,1.8,0.10,0.25,0.5,0.2,2023-2024,23,jp JPN,Holstein Kiel,de 2. Bundesliga,31,2063,22.9,25,6,3,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.5,0.2,0.0,1.8,0.10,0.25,0.7,38.1,,FW,964dde35
596,Patrik Wålemark,0.2,0.7,3.0,0.07,0.30,1.2,0.5,2023-2024,21,se SWE,Heerenveen,nl Eredivisie,24,1240,13.8,16,8,1,0.2,0.1,0.4,0.2,0.0,0.0,0.0,1.2,0.5,0.0,3.0,0.07,0.30,0.7,24.4,,MFFW,7d7660da
597,Geoffry Hairemans,0.2,0.7,1.4,0.08,0.17,0.9,0.7,2023-2024,31,be BEL,Mechelen,be Belgian Pro League,38,2483,27.6,29,9,1,0.2,0.1,0.4,0.1,0.1,0.1,0.0,0.9,0.7,0.0,1.4,0.08,0.17,0.7,47.4,,MFFW,64aaee47
598,Christian Conteh,0.2,0.6,1.4,0.15,0.36,0.3,0.4,2023-2024,23,de GER,Osnabrück,de 2. Bundesliga,30,1663,18.5,21,9,1,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.3,0.4,0.0,1.4,0.15,0.36,0.6,42.3,,MFFW,231b327e
599,Koji Miyoshi,0.2,0.8,2.3,0.09,0.26,0.9,0.7,2023-2024,26,jp JPN,Birmingham City,eng Championship,43,2496,27.7,29,14,3,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.9,0.7,0.0,2.3,0.09,0.26,0.8,35.9,,MF,77bf714c
600,Josep Señé,0.2,0.5,1.4,0.13,0.36,0.8,1.0,2023-2024,31,es ESP,Racing Ferrol,es Segunda División,29,2080,23.1,25,4,1,0.2,0.0,0.3,0.2,0.0,0.0,0.0,0.8,1.0,0.0,1.4,0.13,0.36,0.5,34.4,,MF,8fc259d7
601,Ashley Barnes,0.2,0.7,1.9,0.09,0.25,0.3,0.1,2023-2024,33,eng ENG,Norwich City,eng Championship,35,2503,27.8,30,5,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.3,0.1,0.0,1.9,0.09,0.25,0.7,37.0,,MFFW,2691c772
602,Charlie Patino,0.2,0.4,1.2,0.18,0.60,0.6,1.1,2023-2024,19,eng ENG,Swansea City,eng Championship,33,1256,14.0,14,19,11,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.6,1.1,0.0,1.2,0.18,0.60,0.4,29.4,,MF,e71aac2c
603,Gianluca Busio,0.2,0.5,1.5,0.14,0.41,1.2,0.6,2023-2024,21,us USA,Venezia,it Serie B,37,2936,32.6,36,1,1,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.2,0.6,0.0,1.5,0.14,0.41,0.5,34.7,,MF,4a0b7f07
604,Pedro Díaz,0.2,0.6,1.8,0.12,0.35,1.0,1.1,2023-2024,25,es ESP,Bordeaux,fr Ligue 2,38,2943,32.7,33,5,0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.0,1.1,0.0,1.8,0.12,0.35,0.6,34.5,,MF,eea5130e
605,Janis Antiste,0.2,0.4,1.6,0.13,0.57,0.7,0.7,2023-2024,20,fr FRA,Reggiana,it Serie B,28,1683,18.7,21,7,7,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.7,0.7,0.0,1.6,0.13,0.57,0.4,23.3,,MFFW,38d9ce53
606,Joshua Kitolano,0.2,0.5,1.1,0.12,0.25,0.9,0.3,2023-2024,21,no NOR,Sparta Rotterdam,nl Eredivisie,24,2106,23.4,24,0,0,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.9,0.3,0.0,1.1,0.12,0.25,0.5,48.0,,MF,5186dfbf
607,Giuseppe Ambrosino,0.2,0.7,1.8,0.12,0.30,0.2,0.1,2023-2024,19,it ITA,Catanzaro,it Serie B,28,1266,14.1,13,15,3,0.2,0.1,0.4,0.2,0.0,0.0,0.0,0.2,0.1,0.0,1.8,0.12,0.30,0.7,38.5,,FW,282947c7
608,Nicholas Pierini,0.2,0.7,2.0,0.11,0.29,0.2,0.2,2023-2024,24,it ITA,Venezia,it Serie B,38,2114,23.5,25,13,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.11,0.29,0.7,37.0,,FWMF,7cc89a5f
609,Scott Twine,0.2,0.8,2.4,0.07,0.22,0.9,0.5,2023-2024,24,eng ENG,2 Teams,eng Championship,35,2537,28.2,29,6,2,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.9,0.5,0.0,2.4,0.07,0.22,0.8,33.3,,MFFW,5a425cab
610,Duncan Watmore,0.2,0.7,1.9,0.11,0.31,0.9,0.2,2023-2024,29,eng ENG,Millwall,eng Championship,34,1694,18.8,18,16,3,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.9,0.2,0.0,1.9,0.11,0.31,0.7,37.1,,MFFW,2b2bae51
611,Juninho Bacuna,0.2,0.7,2.8,0.07,0.26,1.3,0.9,2023-2024,25,cw CUW,Birmingham City,eng Championship,45,2970,33.0,31,14,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.3,0.9,0.0,2.8,0.07,0.26,0.7,25.3,,MF,aaf1bf05
612,Joca,0.2,0.8,1.3,0.16,0.27,0.3,0.7,2023-2024,27,pt POR,Rio Ave,pt Primeira Liga,28,1707,19.0,21,7,0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.3,0.7,0.0,1.3,0.16,0.27,0.8,60.0,,FW,37673edd
613,Kerim Mrabti,0.2,0.7,1.7,0.11,0.25,0.9,0.9,2023-2024,29,se SWE,Mechelen,be Belgian Pro League,40,3417,38.0,40,0,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.9,0.9,0.0,1.7,0.11,0.25,0.7,43.1,,MFFW,e1c810b8
614,Michele Collocolo,0.2,0.5,1.7,0.12,0.40,1.1,0.9,2023-2024,23,it ITA,Cremonese,it Serie B,27,1709,19.0,20,7,3,0.2,0.0,0.2,0.2,0.0,0.0,0.0,1.1,0.9,0.0,1.7,0.12,0.40,0.5,30.3,,MF,b7946402
615,Jason,0.2,0.8,2.3,0.09,0.27,0.6,0.4,2023-2024,29,es ESP,Arouca,pt Primeira Liga,34,2565,28.5,32,2,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.6,0.4,0.0,2.3,0.09,0.27,0.8,33.8,,MFFW,9038c2a1
616,Gaëtan Perrin,0.2,0.9,2.3,0.09,0.23,0.7,0.5,2023-2024,27,fr FRA,Auxerre,fr Ligue 2,38,2993,33.3,35,3,0,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.7,0.5,0.0,2.3,0.09,0.23,0.9,39.5,,MF,10dd88f9
617,Mateo Klimowicz,0.2,1.3,2.6,0.08,0.17,1.7,0.5,2023-2024,23,de GER,Atlético San Luis,mx Liga MX,26,1285,14.3,16,10,5,0.2,0.0,0.2,0.2,0.0,0.0,0.0,1.7,0.5,0.0,2.6,0.08,0.17,1.3,48.6,,MFFW,2b7c56b4
618,Odysseus Velanas,0.2,0.8,1.7,0.12,0.28,0.7,0.3,2023-2024,25,nl NED,Zwolle,nl Eredivisie,31,2143,23.8,24,7,2,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.7,0.3,0.0,1.7,0.12,0.28,0.8,43.9,,MF,8185305c
619,Yoann Cathline,0.2,0.8,1.8,0.11,0.25,1.1,0.6,2023-2024,21,fr FRA,Almere City,nl Eredivisie,28,1718,19.1,19,9,1,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.1,0.6,0.0,1.8,0.11,0.25,0.8,45.7,,MFFW,4db5915d
620,Patrick Pflücke,0.2,0.8,1.8,0.11,0.25,0.7,0.3,2023-2024,26,de GER,Mechelen,be Belgian Pro League,34,1721,19.1,18,16,2,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.7,0.3,0.0,1.8,0.11,0.25,0.8,45.7,,MFFW,1baf075c
621,Antonio Nusa,0.2,1.2,3.0,0.07,0.18,1.3,0.6,2023-2024,18,no NOR,Club Brugge,2 Comps,37,1721,19.1,17,20,2,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.3,0.6,0.0,3.0,0.07,0.18,1.2,38.6,,MFFW,4ab12002
622,Virgiliu Postolachi,0.2,0.6,1.8,0.12,0.38,0.2,0.3,2023-2024,23,md MDA,Grenoble Foot,fr Ligue 2,32,1291,14.3,12,20,2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.3,0.0,1.8,0.12,0.38,0.6,30.8,,FW,99ac8a32
623,Lorenzo Rajot,0.2,0.5,1.5,0.14,0.46,0.7,0.6,2023-2024,25,fr FRA,Rodez AF,fr Ligue 2,37,2593,28.8,30,7,0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.7,0.6,0.0,1.5,0.14,0.46,0.5,30.2,,MF,44b0ce2c
624,Eduardo Salvio,0.2,1.0,2.9,0.06,0.18,0.6,0.3,2023-2024,33,ar ARG,UNAM,mx Liga MX,33,2595,28.8,31,2,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.6,0.3,0.0,2.9,0.06,0.18,1.0,32.9,,MF,5f424f35
625,Félix Correia,0.2,0.6,1.5,0.14,0.33,0.9,0.8,2023-2024,22,pt POR,Gil Vicente FC,pt Primeira Liga,30,2167,24.1,26,4,0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.9,0.8,0.0,1.5,0.14,0.33,0.6,40.5,,FWMF,c803c92a
626,Manuel Fuster,0.2,1.1,2.7,0.08,0.20,0.7,0.4,2023-2024,25,es ESP,Albacete,es Segunda División,42,3468,38.5,40,2,0,0.2,0.3,0.5,0.2,0.0,0.1,0.1,0.7,0.4,0.0,2.7,0.08,0.20,1.1,39.4,,MFFW,618f396a
627,Jonatan Braut Brunes,0.2,0.7,2.4,0.09,0.30,0.2,0.1,2023-2024,22,no NOR,OH Leuven,be Belgian Pro League,31,1305,14.5,14,17,3,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.2,0.1,0.0,2.4,0.09,0.30,0.7,28.6,,FW,36adbbe0
628,Antonino La Gumina,0.2,0.8,2.0,0.03,0.08,0.1,0.1,2023-2024,27,it ITA,2 Teams,2 Comps,28,1306,14.5,15,13,10,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.1,0.1,0.0,2.0,0.03,0.08,0.8,41.4,,FW,822a7761
629,Fernando Niño,0.2,0.9,1.9,0.11,0.24,0.7,0.3,2023-2024,22,es ESP,Burgos,es Segunda División,37,2638,29.3,32,5,0,0.2,0.1,0.3,0.2,0.0,0.0,0.0,0.7,0.3,0.0,1.9,0.11,0.24,0.9,43.9,,FW,81d5c497
630,Sam Greenwood,0.2,1.0,2.8,0.07,0.20,1.5,0.4,2023-2024,21,eng ENG,2 Teams,eng Championship,38,2204,24.5,25,13,4,0.2,0.1,0.3,0.2,0.0,0.0,0.0,1.5,0.4,0.0,2.8,0.07,0.20,1.0,36.2,,FWMF,f3354c07
631,Miro Muheim,0.2,0.5,1.6,0.13,0.38,1.5,0.9,2023-2024,25,ch SUI,Hamburger SV,de 2. Bundesliga,28,2207,24.5,26,2,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.5,0.9,0.0,1.6,0.13,0.38,0.5,32.5,,DF,844c6a91
632,Luke Cundle,0.2,0.6,1.4,0.15,0.33,1.3,0.6,2023-2024,21,eng ENG,2 Teams,eng Championship,40,2214,24.6,24,16,5,0.2,0.3,0.5,0.2,0.0,0.0,0.0,1.3,0.6,0.0,1.4,0.15,0.33,0.6,44.1,,MF,cc3b8e78
633,Logan Delaurier-Chaubet,0.2,1.0,2.3,0.09,0.21,1.4,0.6,2023-2024,21,fr FRA,Quevilly-Rouen,fr Ligue 2,31,1772,19.7,19,12,1,0.2,0.3,0.5,0.2,0.0,0.1,0.1,1.4,0.6,0.0,2.3,0.09,0.21,1.0,41.3,,MFFW,de871220
634,Léo Jabá,0.2,0.6,1.7,0.09,0.25,1.0,0.5,2023-2024,24,br BRA,Estrela,pt Primeira Liga,31,2219,24.7,29,2,0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,1.0,0.5,0.0,1.7,0.09,0.25,0.6,37.2,,FW,173db1f4
635,Jon Karrikaburu,0.2,0.7,2.8,0.05,0.18,0.4,0.3,2023-2024,20,es ESP,Andorra,es Segunda División,21,1332,14.8,15,6,0,0.2,0.0,0.2,0.1,0.1,0.1,0.0,0.4,0.3,0.0,2.8,0.05,0.18,0.7,26.8,,FW,211589b8
636,Dennis Johnsen,0.2,0.5,1.9,0.10,0.42,0.4,0.2,2023-2024,25,no NOR,2 Teams,it Serie B,33,2220,24.7,25,8,1,0.2,0.3,0.5,0.2,0.0,0.0,0.0,0.4,0.2,0.0,1.9,0.10,0.42,0.5,25.0,,MFFW,66784dee
637,Jens Toornstra,0.2,0.6,1.5,0.14,0.36,1.3,0.7,2023-2024,34,nl NED,Utrecht,nl Eredivisie,31,1781,19.8,21,10,1,0.2,0.3,0.5,0.2,0.0,0.0,0.0,1.3,0.7,0.0,1.5,0.14,0.36,0.6,37.9,,MF,ade993b9
638,Mattheus Oliveira,0.2,0.8,2.4,0.07,0.21,1.3,1.0,2023-2024,29,br BRA,Farense,pt Primeira Liga,32,2229,24.8,28,4,0,0.2,0.0,0.2,0.2,0.0,0.1,0.0,1.3,1.0,0.0,2.4,0.07,0.21,0.8,31.7,,MF,d18f2675
639,Mourad El Ghezouani,0.2,0.6,2.3,0.07,0.25,0.5,0.0,2023-2024,25,ma MAR,Elche,es Segunda División,37,2235,24.8,26,11,3,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.5,0.0,0.0,2.3,0.07,0.25,0.6,28.6,,FW,1d72c7a5
640,Carlos Vicente,0.2,0.8,2.3,0.07,0.20,0.7,0.2,2023-2024,24,es ESP,Racing Ferrol,es Segunda División,21,1788,19.9,21,0,0,0.2,0.2,0.4,0.2,0.1,0.1,0.0,0.7,0.2,0.0,2.3,0.07,0.20,0.8,33.3,,MF,90df343e
641,Sebastien Salles-Lamonge,0.2,0.7,2.0,0.10,0.27,0.9,0.5,2023-2024,27,fr FRA,Atlético San Luis,mx Liga MX,24,1341,14.9,15,9,7,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.9,0.5,0.0,2.0,0.10,0.27,0.7,36.7,,MF,afc16a32
642,Gaëtan Courtet,0.2,0.9,2.0,0.10,0.22,0.6,0.3,2023-2024,34,fr FRA,2 Teams,fr Ligue 2,37,2239,24.9,23,14,0,0.2,0.0,0.2,0.2,0.0,0.1,0.1,0.6,0.3,0.0,2.0,0.10,0.22,0.9,46.9,,FW,386de9b1
