,Player,Nation,Team,Comp,Pos,90s,Age,Ast,G+A,G-PK,G/Sh,G/SoT,Gls/90,Int/90,MP,Min,PK,PKatt,PKm,Sh/90,SoT%,SoT/90,Starts,Subs,TklW/90,unSub,Gls,Int,Sh,SoT
3029,Dorinel Oancea,Romania,Universitatea Cluj,ro Liga I,DF,15.4,26.5,0.05,0.1,0.05,0.045,0.25,0.05,1.65,24.0,1384.5,0.0,0.0,0.0,0.8,16.25,0.1,14.5,9.5,2.3,12.0,0.0,1.9,1.0,0.1
3030,Miguel Ángel Rubio,Spain,Granada,es La Liga,DF,23.15,25.5,0.0,0.1,0.1,0.135,0.46499999999999997,0.1,1.2000000000000002,24.5,2085.0,0.0,0.0,0.0,0.6,29.5,0.15000000000000002,23.0,1.5,0.75,9.0,0.1,0.8,0.7,0.2
3031,Manu Koné,France,Gladbach,de Bundesliga,MF,22.950000000000003,22.5,0.0,0.1,0.1,0.05,0.175,0.1,0.8500000000000001,28.0,2066.5,0.0,0.0,0.0,1.2999999999999998,29.9,0.4,24.5,3.5,1.2,1.0,0.1,0.9,1.2,0.3
3032,Warren Burrell,England,Harrogate Town FC,eng League Two,DFMF,19.1,33.5,0.05,0.05,0.05,0.085,0.5,0.05,1.35,27.5,1717.5,0.0,0.0,0.0,0.3,16.7,0.05,17.5,10.0,1.2,14.5,0.0,1.2,0.3,0.0
3033,Fabinho,Brazil,Al-Ittihad,sa Saudi Pro League,MFDF,24.6,29.5,0.05,0.1,0.1,0.13,0.41500000000000004,0.1,1.25,25.5,2213.5,0.0,0.05,0.05,0.5,32.5,0.15000000000000002,24.5,1.0,1.5,0.0,0.1,1.2,0.5,0.2
3034,Pascal Klemens,Germany,Hertha BSC,de 2. Bundesliga,MFDF,17.75,18.5,0.05,0.1,0.05,0.065,0.5,0.05,0.8,23.0,1595.0,0.0,0.0,0.0,0.4,26.25,0.1,18.5,4.5,1.35,4.5,0.0,1.1,0.3,0.1
3035,Glenn Bijl,Netherlands,Samara,ru Russian Premier League,DF,16.799999999999997,28.5,0.1,0.15000000000000002,0.1,0.065,0.335,0.1,0.95,19.5,1509.0,0.0,0.0,0.0,0.95,27.35,0.25,18.5,1.0,1.4,0.0,0.1,0.7,0.9,0.4
3036,Callum Slattery,England,Motherwell,sct Scottish Premiership,MFFW,14.399999999999999,24.5,0.05,0.35,0.3,0.12,0.385,0.3,0.45,17.5,1293.5,0.0,0.05,0.05,2.0,29.950000000000003,0.6,15.0,2.5,0.9,0.5,0.5,0.4,2.8,0.9
3037,Eric Bocat,France,Sint-Truiden,be Belgian Pro League,MF,28.75,24.5,0.05,0.1,0.05,0.04,0.11,0.05,1.5,33.5,2585.5,0.0,0.0,0.0,0.7,29.05,0.25,29.5,4.0,0.9,2.0,0.0,1.4,0.7,0.2
3038,Mehtab Singh,India,Mumbai City,in Indian Super League,DF,19.7,25.5,0.05,0.05,0.05,0.09,0.665,0.05,1.0,21.0,1772.5,0.0,0.0,0.0,0.7,13.75,0.1,20.5,0.5,0.45,0.0,0.0,0.8,0.9,0.1
3039,Neil El Aynaoui,Morocco,Lens,fr Ligue 1,MF,17.5,22.5,0.1,0.35,0.2,0.155,0.315,0.3,1.8,24.5,1577.0,0.1,0.1,0.0,1.2000000000000002,44.5,0.55,17.0,7.5,1.2999999999999998,1.0,0.5,1.8,1.1,0.6
3040,Dara Costelloe,Republic of Ireland,2 Teams,sct Scottish Premiership,MFFW,22.35,20.5,0.05,0.30000000000000004,0.2,0.105,0.325,0.25,0.3,30.0,2014.0,0.05,0.05,0.0,1.6,32.55,0.6,22.5,7.5,0.7,2.5,0.4,0.1,2.2,1.0
3041,Guy-Marcelin Kilama,Cameroon,Hatayspor,tr Süper Lig,DF,32.349999999999994,24.5,0.0,0.1,0.05,0.155,0.75,0.05,1.0499999999999998,33.0,2914.0,0.0,0.0,0.0,0.35,20.2,0.1,33.0,0.0,0.75,0.5,0.0,1.4,0.4,0.1
